,sampletype,Blank,Blank,Control13Cglc,Control13Cglc,Control13Cglc,FASN,FASN,FASN,FADS2,FADS2,FADS2,SCD,SCD,SCD
Compound,Label,X20210713_inhib_blank01.mzXML,X20210713_inhib_blank02.mzXML,X20210713_inhib_s01_CONTROL_glc.mzXML,X20210713_inhib_s02_CONTROL_glc.mzXML,X20210713_inhib_s03_CONTROL_glc.mzXML,X20210713_inhib_s07_FASN.mzXML,X20210713_inhib_s08_FASN.mzXML,X20210713_inhib_s09_FASN.mzXML,X20210713_inhib_s13_FADS2.mzXML,X20210713_inhib_s14_FADS2.mzXML,X20210713_inhib_s15_FADS2.mzXML,X20210713_inhib_s19_SCD.mzXML,X20210713_inhib_s20_SCD.mzXML,X20210713_inhib_s21_SCD.mzXML
FA(22:1)ny,18,0,0,0,363785.7246,300942.749,0,0,0,0,84321.04199,0,0,91758.27051,26767.3125
FA(22:1)ny,19,0,0,0,123833.2744,127901.9287,0,0,0,0,0,37022.64795,0,0,0
FA(22:1)ny,20,0,0,0,246229.1143,248426.103,0,0,0,0,0,111422.6484,0,39368.56982,12725.73877
FA(22:1)ny,21,0,0,0,0,15873.30469,0,0,0,0,0,0,0,0,0
FA(22:1)ny,22,0,0,0,58566.37695,36567.6377,0,0,0,0,0,0,0,0,0
FA(22:2)nx,0,97353.08203,114886.8906,604928.5078,2034227.399,1612419.041,323364.0801,1000200.665,1778805.894,153607.8564,1632938.013,3548652.593,362171.3457,1702323.111,1199388.021
FA(22:2)nx,1,0,0,73963.96484,461822.7305,346471.4004,0,187654.5273,503197.6406,0,289584.8457,828821.2734,0,378156.0088,156128.8867
FA(22:2)nx,2,0,0,0,2977871.243,2300519.018,400403.0605,0,2213119.867,220801.5195,2928198.656,4035696.319,0,1359054.109,722336.9648
FA(22:2)nx,3,0,0,0,724112.2754,652660.1328,0,258924.7061,363637.4688,22475.59961,596522.3262,0,37342.00684,226717.5586,115791.1094
FA(22:2)nx,4,0,0,562651.8652,2358732.472,1781316.314,234746.2773,839069.1191,1443502.283,147671.5,1871640.08,2273010.262,71966.60156,410289.3613,328203.7695
FA(22:2)nx,5,0,0,0,268483.8066,250885.8457,0,92387.9209,163234.0137,0,247142.3174,500911.4971,0,0,0
FA(22:2)nx,6,0,0,0,274183.9688,331834.0186,0,0,12201.07715,0,45255.93262,0,0,5318.833984,0
FA(22:2)nx,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,16,0,0,5394.211914,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,18,0,0,0,0,56740.52344,0,0,0,0,0,0,0,0,0
FA(22:2)nx,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,20,0,0,0,0,33482.64355,0,0,0,0,0,0,0,0,0
FA(22:2)nx,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)nx,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:2)ny,0,49968.1875,46698.68652,1926308.467,6822736.828,5493095.031,1099346.997,2783281.699,5151130.109,766578.5303,6069942.582,9460749.758,2234786.268,8693324.453,5250757.023
FA(22:2)ny,1,0,0,595413.8525,2270238.643,1864984.77,208454.3555,879752.8809,1719057.745,111342.0352,1825165.436,2898257.697,450034.0352,2168869.569,1340690.547
FA(22:2)ny,2,0,0,3567221.713,13810864.8,11346907.84,1215578.056,3658425.822,7048233.773,996139.6016,10259203.73,15378125.33,1765438.516,8738774.93,5734518.195
FA(22:2)ny,3,0,0,1377437.917,5111562.887,4183013.537,239406.1309,1141718.815,1962240.031,261385.75,3090670.35,4285028.477,347381.4512,2256999.377,1327098.682
FA(22:2)ny,4,0,0,5287930.527,19830436.44,15926014.44,837773.3066,2973014.271,5227240.977,1182946.267,12157088.11,15534873.34,815786.8691,5405313.941,3558962.303
FA(22:2)ny,5,0,0,1061104.096,4431469.479,3467078.207,0,528008.4385,876100.2461,175432.7402,2265480.838,3050869.506,78917.0625,1056246.706,464541.7168
FA(22:2)ny,6,0,0,891810.2715,3512010.24,3061840.725,13963.14648,220877.9609,437518.2871,108387.6436,1467419.581,2433762.069,0,0,34954.79395
FA(22:2)ny,7,0,0,0,382714.3027,282479.2588,0,0,0,0,143128.0625,300168.6748,0,0,0
FA(22:2)ny,8,0,0,0,100956.3047,0,0,0,0,0,0,0,0,0,0
FA(22:2)ny,9,0,0,0,0,7410.706055,0,0,0,0,0,0,0,0,0
FA(22:2)ny,10,0,0,0,0,68449.43164,0,0,0,0,0,188480.2227,0,0,0
FA(22:2)ny,11,0,0,0,0,0,0,0,0,0,0,98447.01172,0,0,0
FA(22:2)ny,12,0,0,52128.53711,499975.7686,496809.5645,0,0,0,0,0,546534.0586,0,0,0
FA(22:2)ny,13,0,0,0,526860.0811,387431.9092,0,0,0,0,0,326863.0371,0,0,0
FA(22:2)ny,14,0,0,316004.877,1705811.089,1288590.881,0,0,0,21730.96777,0,1056022.977,0,0,0
FA(22:2)ny,15,0,0,158965.0391,1081618.094,1040222.036,0,0,0,0,0,627634.7754,0,0,0
FA(22:2)ny,16,0,0,659342.5762,3011171.283,2440484.122,0,0,0,0,1267574.272,1975107.741,0,0,0
FA(22:2)ny,17,0,0,333629.2451,1910575.525,1386413.223,0,0,0,0,334642.4648,777273.4629,0,0,0
FA(22:2)ny,18,0,0,794781.2891,3744185.451,3117984.71,0,0,0,0,1256218.847,2044101.154,0,0,0
FA(22:2)ny,19,0,0,351088.3398,1493352.436,1268646.393,0,0,0,0,284395.2578,595821.6309,0,0,0
FA(22:2)ny,20,0,0,674865.3721,2702584.701,2281891.896,0,0,0,52868.875,659485.4365,1220512.639,0,0,0
FA(22:2)ny,21,0,0,63021.72949,530942.2373,403530.7988,0,0,0,0,28523.96094,128229.7148,0,0,0
FA(22:2)ny,22,0,0,0,888889.1133,693779.8848,0,0,0,0,161135.4473,354273.7949,0,0,0
FA(22:3)nx,0,7034.047852,10912.06201,4598682.699,11505654.94,9589195.465,2342897.129,6891655.928,10053498.97,1270326.226,10024762.4,12898749.83,4194149.787,13170520.99,9301540.327
FA(22:3)nx,1,0,0,1381375.121,3833331.363,3146521.245,671895.5806,2350774.854,3395836.909,297436.9697,2636499.873,3604882.958,1074316.1,3679116.125,2462927.421
FA(22:3)nx,2,0,0,7216419.228,18376317.39,14751225.63,3262352.153,10349015.46,13987162.83,1299929.404,11095099.46,13219979.32,3404783.49,12847726.79,8408235.191
FA(22:3)nx,3,0,0,2042889.438,5447881.948,4492171.995,790068.9219,2551852.874,3772510.717,203750.4521,2271230.146,2908331.325,724111.1389,3032385.907,2051841.904
FA(22:3)nx,4,0,0,5370484.398,13948403.76,11782175.15,1348397.396,3929147.229,5533900.536,0,803430.5488,1020962.693,1248622.537,4861025.898,3480884.959
FA(22:3)nx,5,0,0,1035843.475,2860749.035,2306605.637,157355.9106,702304.1426,959068.3003,0,118788.2725,113125.0762,168992.6509,806399.4951,572906.5527
FA(22:3)nx,6,0,0,796454.6123,2262252.661,1906739.163,74221.99707,339197.1226,451394.6772,0,136179.1621,157395.6528,0,172467.4639,113928.4668
FA(22:3)nx,7,0,0,86285.93555,333259.1567,195851.4873,0,0,0,0,0,0,0,0,0
FA(22:3)nx,8,0,0,37142.90869,90686.89844,90642.42578,0,5857.682129,0,0,0,0,0,0,0
FA(22:3)nx,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:3)nx,10,0,0,8381.137695,0,0,0,0,0,0,0,0,0,0,0
FA(22:3)nx,11,0,0,0,57613.18359,0,0,0,0,0,0,0,0,0,0
FA(22:3)nx,12,0,0,0,332666.1436,236300.8608,0,0,0,0,0,0,0,0,0
FA(22:3)nx,13,0,0,92622.5874,271844.811,198600.6187,0,0,0,0,0,0,0,0,0
FA(22:3)nx,14,0,0,307686.6138,865941.6021,703824.3521,0,0,0,0,0,0,0,0,0
FA(22:3)nx,15,0,0,195233.8999,574061.9683,552763.147,0,0,0,0,0,0,0,0,0
FA(22:3)nx,16,0,0,574084.2998,1508522.389,1260292.965,0,0,0,0,0,0,0,0,0
FA(22:3)nx,17,0,0,277361.604,908094.9668,682956.728,0,0,0,0,0,0,0,0,0
FA(22:3)nx,18,0,0,712230.9414,1872323.162,1560979.314,0,0,0,0,0,0,0,0,0
FA(22:3)nx,19,0,0,248451.1372,849196.6943,677467.041,0,0,0,0,0,0,0,0,0
FA(22:3)nx,20,143256.8477,0,534041.9268,1434889.094,1116003.822,0,0,0,0,0,0,0,0,0
FA(22:3)nx,21,0,0,0,199588.7109,222184.5537,0,0,0,0,0,0,0,0,0
FA(22:3)nx,22,0,0,172256.4399,449932.6895,325531.1045,0,0,0,0,0,0,0,0,0
FA(22:4)n6,0,824.3708496,557.0671387,87986211.14,145627394.3,129099790.4,46244436.02,127917728.1,152036583.8,23097580.04,151166897.4,171840201.7,73835829.98,171509966.2,135718900.8
FA(22:4)n6,1,0,0,22337401.67,37812993.1,32695181.12,13964625.95,38079366.3,44765829.77,6027606.071,38381624.89,43596248.25,18136964.47,41633720.43,32392732.74
FA(22:4)n6,2,0,0,45368613.17,76835564.99,68077421.6,41143045.68,117264322.1,131808518.2,15096322.45,96145565.75,105934852.3,26301070.39,62382140.55,48369000.17
FA(22:4)n6,3,0,0,9029252.529,15340652.77,13509714.7,8608229.485,23613804.75,26487394.69,2866943.301,18953278.77,20802596.19,5198062.308,12162703.13,9260856.752
FA(22:4)n6,4,0,0,1411528.228,2398539.553,2175169.252,1605031.984,4611632.269,5034363.366,213400.821,1860845.137,2014171.493,802574.9165,1866577.952,1420693.668
FA(22:4)n6,5,0,0,98286.13184,169653.45,156749.5908,110153.8015,472757.8306,572566.1497,0,0,0,40818.79932,110532.2939,0
FA(22:4)n6,6,0,0,0,1712.760742,0,0,0,46053.14478,0,0,4674.390625,0,0,0
FA(22:4)n6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:4)n6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,0,71554.95313,121125.605,620396660.9,814997553.1,735101349.2,332279491.3,719892957.9,780229114.6,167168892.5,767511809.1,800076582.9,492276252.3,829189271.7,713748085.8
FA(22:5)n3,1,0,0,150512234.9,199235100.7,179484584.4,80792672.9,179110523.5,194012365.2,38639149.59,187893925.2,196422671.6,118111368.9,200389712.9,172239066.4
FA(22:5)n3,2,0,0,87501404.83,116564705,104873127.8,54138754.52,124341717.9,133549303.4,24598375.01,121253999.6,123478394.8,51206475.79,87804167.54,75150352.32
FA(22:5)n3,3,0,0,15460480.55,20311540.27,18505763.32,9913595.012,22690824.49,23773300.74,4392459.568,20981903.25,21184499.57,8821993.157,14755581.83,12593618.04
FA(22:5)n3,4,0,0,5352209.358,7169183.954,6502593.974,3212899.318,7495179.921,7938166.338,451883.6289,2241713.733,2485716.025,2481809.361,4182244.833,3780039.444
FA(22:5)n3,5,0,0,819160.4292,1033794.903,917191.1854,376904.0562,1050022.644,1197840.035,0,169270.7759,182743.9063,285352.3406,538849.1827,470926.959
FA(22:5)n3,6,0,0,140337.6997,241776.0576,176575.7649,0,162999.3687,201664.551,1136.162109,0,0,0,0,0
FA(22:5)n3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,12,0,0,0,0,73001.07617,0,49910.53394,0,0,0,0,39748.55054,50931.11841,0
FA(22:5)n3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,0,25295.54102,56575.98267,61664920.23,84282885.28,77727476.91,32632529.14,79800225.13,87854437.09,15944402.97,78933739.72,80159416.28,47268227.73,88911433.38,73200428.73
FA(22:5)n6,1,0,0,14213462.41,19404822.76,19172585.75,7968752.954,19333747.67,22552898.99,3695457.006,19134655.87,18477720.4,11392714.92,20530214.57,18167099.62
FA(22:5)n6,2,0,0,3173664.714,4545801.367,4204145.288,5542159.741,13899592.65,13890866.16,428874.759,2478654.271,2593414.539,1998217.726,3777073.035,3041251.521
FA(22:5)n6,3,0,0,385902.8247,566428.9165,570976.7705,968576.5176,2475735.924,2771038.322,0,207589.2831,255508.0503,172415.2258,375207.3147,315406.283
FA(22:5)n6,4,0,0,0,0,0,152076.6965,399681.4363,443058.2834,0,0,0,0,17716.30347,0
FA(22:5)n6,5,0,0,0,0,0,0,0,18783.92969,0,0,0,0,0,0
FA(22:5)n6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,12,0,0,0,0,0,0,0,0,0,0,0,0,27760.14697,0
FA(22:5)n6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:5)n6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,0,203622.5779,236329.0745,1477472482,1726974699,1654253152,901259176,1611350894,1679142489,481940747.9,1703913086,1659063852,1173255434,1578377913,1478455926
FA(22:6)n3,1,0,4420.150391,354985472.5,416216376.2,397897015.1,215937514.6,385020378.5,403656813,114268442.2,406577456.6,398014193.1,280094797.9,381026615.6,354679980
FA(22:6)n3,2,0,0,36753881.26,42473223.1,40661622.87,23291812.16,42642602.1,44728966.36,11298265.36,40621880.82,39701379.74,28518772.34,39003984.08,35876013.52
FA(22:6)n3,3,0,0,2198194.771,2591059.535,2309445.45,1559579.872,2697850.86,2810710.862,643003.6824,2426166.723,2259118.451,1672698.514,2304553.558,2177298.993
FA(22:6)n3,4,0,0,56210.16895,27332.84229,0,95801.0835,107725.4614,205348.7039,0,89939.50952,0,24727.59277,55069.68555,43784.99097
FA(22:6)n3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,8,0,0,0,0,71484.72632,0,0,0,0,0,0,0,0,0
FA(22:6)n3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,11,0,0,0,0,0,0,0,0,144182.593,0,201281.6216,0,134069.9414,0
FA(22:6)n3,12,0,0,0,0,0,0,0,0,0,0,7281.945801,0,0,0
FA(22:6)n3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,16,0,0,285373.7612,0,0,0,0,0,0,0,0,0,0,62353.1521
FA(22:6)n3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(22:6)n3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(24:0),0,13959507.01,16173104.7,20922550.08,26534300.81,24318724.28,17722474.54,20228197.99,26036375.25,17553754.84,22075063.3,30540636.24,17912414.91,23734776.05,21213071.72
FA(24:0),1,3476959.945,3965940.39,5034056.455,7077904.191,6109937.434,4871888.149,5122483.635,6440690.066,4582035.514,5561003.031,7759265.98,4934305.15,5816192.619,5095109.725
FA(24:0),2,0,0,652347.9238,2614269.649,2481177.75,393931.0454,608289.8276,978533.4155,486045.209,1558902.47,2714880.954,505951.2109,1963084.508,1327408.245
FA(24:0),3,0,0,0,564160.9482,526682.332,0,0,0,0,200215.2017,474036.8115,0,322320.6055,219756.1177
FA(24:0),4,0,0,322565.2178,2074704.025,1843284.11,0,0,163753.249,0,894354.7344,1904775.715,0,1662896.144,1131678.05
FA(24:0),5,0,0,0,665306.5771,591689.0371,0,0,0,0,274220.228,581611.355,0,536708.894,302690.7021
FA(24:0),6,0,0,414464.1196,2539024.5,2408232.571,0,0,0,90825.46484,992202.5596,2042376.518,116108.7549,2137145.881,1276136.319
FA(24:0),7,0,0,34260.36572,553634.5293,508056.1831,0,0,0,0,164526.1919,443920.4722,0,382780.2866,223106.0879
FA(24:0),8,0,0,123906.7808,953286.0439,860752.5249,0,0,0,0,0,822142.9155,0,687372.2803,471887.627
FA(24:0),9,0,0,0,88894.55908,100559.355,0,0,0,0,10418.96045,0,0,57058.06201,0
FA(24:0),10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(24:0),11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(24:0),12,0,0,3329.786133,0,0,0,0,0,0,0,148825.0278,0,0,130751.5371
FA(24:0),13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(24:0),14,0,0,0,0,657228.7407,0,0,0,4094.041504,0,0,0,0,336999.5352
FA(24:0),15,0,0,44415.86719,0,537464.2007,0,0,0,0,122494.082,0,0,0,0
FA(24:0),16,0,0,0,1688685.579,1443478.605,0,0,0,31945.26074,535155.2188,1253504.609,0,865746.8726,563853.6279
FA(24:0),17,0,0,0,1157703.813,1087736.216,0,0,0,0,220954.5444,618937.2686,0,378930.8569,167894.626
FA(24:0),18,0,0,0,2503472.598,2435360.048,0,0,0,0,853734.8965,1853190.225,0,1085521.115,652487.2188
FA(24:0),19,0,0,0,1243508.444,1287952.273,0,0,0,0,324579.186,763196.7012,0,351687.9473,169265.0571
FA(24:0),20,0,0,0,2754767.794,2519079.33,0,0,0,0,859405.2412,1927248.714,0,961969.7949,528388.1108
FA(24:0),21,0,0,0,1017757.495,903526.9771,0,0,0,0,217846.3789,505609.1367,0,193746.3271,0
FA(24:0),22,0,0,0,1820294.921,1720477.39,0,0,0,0,441951.2603,1014510.299,0,436183.6855,255144.3291
FA(24:0),23,0,0,0,294299.6797,279639.3047,0,0,0,0,0,0,0,0,0
FA(24:0),24,0,0,0,437567.4404,519178.9663,0,0,0,0,67956.63965,236039.5908,0,0,0
FA(24:1)n9,0,368299.7354,318837.1792,2883458.32,12042894.54,10598308.74,1398819.837,3663078.604,6891763.021,1159327.602,8734077.999,14972516.6,2030550.604,8935029.241,6073754.608
FA(24:1)n9,1,49793.99316,0,864200.2324,3452234.072,2969118.843,373746.5771,911347.5156,1727687.816,217666.7368,2256297.047,4138428.392,446311.9438,2058634.564,1526576.178
FA(24:1)n9,2,0,0,1302811.439,6315497.414,5452357.341,378954.665,1160173.051,2619684.965,505947.3169,4906075.137,8146875.623,506777.9497,3250931.489,2015497.53
FA(24:1)n9,3,0,0,516787.6914,2854597.621,2259809.028,93708.11621,453430.145,994679.0117,162842.1084,1992507.043,3032775.233,0,962315.6943,609645.5884
FA(24:1)n9,4,0,0,3250222.923,15132772.17,12980300.13,624532.8906,1874859.028,3763256.158,1188157.615,10520404.48,17484987.1,726073.751,4536786.058,2816621.833
FA(24:1)n9,5,0,0,1207196.275,5938540.145,5063518.555,179074.3237,557760.6626,1300462.252,388121.4409,3600557.761,5807555.146,152974.9888,1229620.172,757974.7686
FA(24:1)n9,6,0,0,4131412.851,18882287.78,15648785.9,457101.4512,1538222.466,2929207.691,1405441.435,11297416.24,18383124.69,520801.5151,3267412.785,2201811.278
FA(24:1)n9,7,0,0,891415.7822,4227000.179,3500138.731,51024.71191,214986.9214,562437.437,212227.1309,2412346.895,3794221.735,0,594968.23,300430.4902
FA(24:1)n9,8,0,0,946208.9165,4063989.964,3110837.57,0,104547.3652,262853.4067,193030.499,1925346.824,3133108.249,17443.75049,271701.1484,0
FA(24:1)n9,9,0,0,51552.91309,532980.1807,471274.646,0,7236.223145,0,0,244575.6938,444570.1069,0,0,0
FA(24:1)n9,10,0,0,0,232658.4443,190828.5869,0,0,0,0,109335.5845,245729.7852,0,0,2630.622559
FA(24:1)n9,11,0,0,0,73576.26514,86272.7417,0,0,0,0,0,127850.3882,0,0,0
FA(24:1)n9,12,0,0,0,0,363295.4277,0,0,0,0,302163.8271,550033.1313,0,0,0
FA(24:1)n9,13,0,0,0,0,352741.416,0,0,0,0,180310.396,362767.2412,0,0,0
FA(24:1)n9,14,0,0,0,1294013.873,1064068.799,0,0,0,0,758192.8745,1429883.302,0,0,0
FA(24:1)n9,15,0,0,0,1130221.741,986318.2065,0,0,0,0,525266.1704,927158.3799,0,0,0
FA(24:1)n9,16,0,0,0,3035644.802,2535444.485,0,0,0,127585.9189,1497953.354,2431128.366,0,0,0
FA(24:1)n9,17,0,0,0,2266437.963,1881148.681,0,0,0,71132.65625,781675.1431,1447307.752,0,0,0
FA(24:1)n9,18,0,0,971375.3452,4788867.632,3923591.041,0,0,0,177771.0439,2067902.49,3474848.227,0,0,95988.33398
FA(24:1)n9,19,0,0,546091.1606,2985233.057,2235575.311,0,0,0,49363.48535,907906.5981,1578900.515,0,0,7246.089355
FA(24:1)n9,20,0,0,1158290.595,5379520.18,4700669.243,0,0,0,190435.2124,2025799.312,3394411.063,0,0,75210.78418
FA(24:1)n9,21,0,0,440650.2983,2210330.319,1861475.048,0,0,0,0,614414.2437,1137952.889,0,0,0
FA(24:1)n9,22,0,0,783896.2266,3790362.532,2919259.447,0,0,0,92386.01221,1273781.441,2202149.057,0,0,0
FA(24:1)n9,23,0,0,97172.9624,772566.2241,643716.1416,0,0,0,0,163259.7734,315228.5718,0,0,0
FA(24:1)n9,24,0,0,177344.2915,1110180.783,874580.4199,0,0,0,0,317494.4414,581256.6919,0,0,0
IS,,479657383,395083875.4,121331995.5,170988268.3,157761295.5,117489143.1,200200915.4,221035138,45170449.28,189160920.6,192697123.5,127054365.8,171217062.5,152131934.6
