,sampletype,Blank,Blank,Control13Cglc,Control13Cglc,Control13Cglc,FASN,FASN,FASN,FADS2,FADS2,FADS2,SCD,SCD,SCD
Compound,Label,X20210713_inhib_blank01.mzXML,X20210713_inhib_blank02.mzXML,X20210713_inhib_s01_CONTROL_glc.mzXML,X20210713_inhib_s02_CONTROL_glc.mzXML,X20210713_inhib_s03_CONTROL_glc.mzXML,X20210713_inhib_s07_FASN.mzXML,X20210713_inhib_s08_FASN.mzXML,X20210713_inhib_s09_FASN.mzXML,X20210713_inhib_s13_FADS2.mzXML,X20210713_inhib_s14_FADS2.mzXML,X20210713_inhib_s15_FADS2.mzXML,X20210713_inhib_s19_SCD.mzXML,X20210713_inhib_s20_SCD.mzXML,X20210713_inhib_s21_SCD.mzXML
FA(18:3)n6,2,0,0,1224898.327,1365605.84,1293035.891,902454.1748,1397557.815,1410559.395,269356.7197,893358.3496,860378.0317,1846070.983,1990342.886,2021312.178
FA(18:3)n6,3,0,0,136473.5261,140937.8926,129768.0015,72817.82104,97952.11401,120183.7869,17354.91846,91049.65405,105177.9362,177096.4563,199941.2263,184495.2694
FA(18:3)n6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)n6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,0,166289.7656,273436.7979,9768995.305,10644634.98,10690170.27,5168186.016,7692376.57,7844096.773,3534590.855,10034331.83,9042014.172,12121274.31,12768069.41,11466181.78
FA(18:3)nx,1,0,0,2061107.5,2196860.84,2188078.291,1092528.32,1610463.457,1576034.432,713184.8091,1982565.257,1782468.209,2462791.75,2455015.539,2327876.051
FA(18:3)nx,2,0,0,1666650.531,1751834.53,1994108.996,632696.4204,829368.7451,1001116.898,0,460598.0454,366477.272,2364434.263,2076368.932,2037179.983
FA(18:3)nx,3,0,0,262723.2593,288093.0698,254480.6768,76716.00122,109946.7251,115385.9258,0,0,0,307429.7305,311553.2994,296937.5061
FA(18:3)nx,4,0,0,0,15375.34619,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,8,0,0,58618.30005,0,41596.43701,1872.536621,3525.863525,0,0,0,5578.85791,0,1863.588135,0
FA(18:3)nx,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,10,0,0,115688.8843,106781.8604,124848.5234,0,0,0,0,0,0,0,0,0
FA(18:3)nx,11,0,0,59953.0896,0,68193.8269,0,0,0,0,0,0,0,0,0
FA(18:3)nx,12,0,0,262004.5654,290787.5698,0,0,0,0,0,0,0,0,0,0
FA(18:3)nx,13,0,0,138507.4277,156818.1943,149580.428,0,0,0,0,0,0,0,0,0
FA(18:3)nx,14,0,0,380543.4021,444117.2495,401954.8606,0,0,0,0,0,0,0,0,0
FA(18:3)nx,15,0,0,121353.6138,154315.3474,164535.5432,0,0,0,0,0,0,0,0,0
FA(18:3)nx,16,0,0,346484.5854,338869.7915,393096.0356,0,0,0,0,0,0,0,0,0
FA(18:3)nx,17,0,0,43044.65332,69922.92554,36540.65063,0,0,0,0,0,0,0,0,0
FA(18:3)nx,18,0,0,120269.7854,136463.2141,150654.8335,0,0,0,0,0,0,0,0,0
FA(18:3)ny,0,149210.998,117039.9258,3745077.406,4479958.5,4137504.594,1677103.203,2816060.516,3463778.297,1622684.609,4640100.727,4601816.75,1862816.641,2147922.828,1890384.609
FA(18:3)ny,1,0,0,751644.707,906840.4707,803043.7461,369302.8828,581742.6719,637433.0195,370976.1172,900406.2168,1024402.172,412848.375,488440.1875,403850.3418
FA(18:3)ny,2,0,0,0,0,0,0,0,0,0,0,0,105461.4858,135425.7041,0
FA(18:3)ny,3,0,0,0,0,0,0,5110.369019,0,0,4635.653809,0,0,0,0
FA(18:3)ny,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,8,0,0,1397.809326,0,0,2393.217529,0,0,0,0,0,0,0,0
FA(18:3)ny,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,16,0,0,0,0,915.4228516,0,0,0,0,0,0,0,0,0
FA(18:3)ny,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(18:3)ny,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:0),0,24118787.73,22327966.61,26934399.38,44604822.11,36939991.41,25205129.25,34759337.45,50858066.02,18460309.05,34474671.75,47041520.28,25320625.45,39273027.93,30982838.66
FA(20:0),1,6020237.443,5772160.741,6129345.383,9445238.812,8918014.34,5380857.879,7443661.486,10583463.77,3720778.676,8583864.936,10134229.35,4951343.918,7661758.449,6700660.195
FA(20:0),2,344740.9209,315932.3242,2377332.069,6963487.273,5630005.146,910763.6855,1928492.56,3061552.572,728715.2554,4194239.274,6636349.786,2399565.919,7414342.499,6098863.885
FA(20:0),3,0,0,415794.6719,1297400.279,1137199.814,71126.81104,257508.5068,464796.9116,0,751775.4272,1241015.576,296170.4102,1412981.246,1109772.902
FA(20:0),4,0,0,966808.0181,3051687.736,2617956.763,105879.9648,331361.2529,567961.9238,139757.8677,1570027.762,2794877.925,517190.7813,3139804.551,2294885.744
FA(20:0),5,0,0,109257.3179,340397.3867,335677.8672,0,0,37452.04248,0,197289.1221,431824.8369,25542.7334,487915.8867,368562.1846
FA(20:0),6,0,0,0,116736.4102,122863.3779,0,0,0,0,61131.89746,121442.9668,57598.4043,323276.2051,0
FA(20:0),7,0,0,0,0,0,0,0,0,0,0,10559.00635,0,0,0
FA(20:0),8,0,0,0,186221.0811,160924.9238,0,0,0,0,102217.0361,195097.8232,0,397084.6646,0
FA(20:0),9,0,0,0,149790.3579,107185.2725,0,0,0,0,0,76605.32813,0,170963.9219,0
FA(20:0),10,0,0,227742.9976,705302.9492,589826.168,0,0,0,0,360908.208,661962.9272,0,1054046.649,775815.8267
FA(20:0),11,0,0,0,496105.334,472649.3135,0,0,0,0,248352.5942,442719.8345,73431.52686,501762.6821,346741.6528
FA(20:0),12,0,0,672204.7744,2150267.704,1787009.711,0,0,0,0,1021955.956,1809122.421,346293.5811,1923978.481,1337119.305
FA(20:0),13,0,0,491385.707,1480931.709,1150816.943,0,0,0,0,589906.4141,1050317.078,124032.3652,819719.7085,634964.8833
FA(20:0),14,0,0,1345493.979,3977710.681,3456322.111,0,0,0,226174.3989,1838370.409,3266957.197,499137.6543,2804017.559,2056601.6
FA(20:0),15,0,0,695348.4189,2295854.013,1881800.453,0,0,0,61716.61816,769593.123,1412651.893,106160.5791,892626.7559,773758.7754
FA(20:0),16,0,0,1848538.753,5465515.469,4768795.363,0,0,0,0,2212482.313,4143300.472,501018.937,2777928.114,2047168.316
FA(20:0),17,0,0,679227.8184,2240636.16,1981749.978,0,0,0,49745.45313,660631.8994,1365407.203,0,699760.4893,502557.6855
FA(20:0),18,0,0,1603829.983,4691628.693,4110938.159,0,0,0,179318.7529,1446761.217,3291285.838,268264.2305,1744011.936,1295549.146
FA(20:0),19,0,0,222357.9805,943269.0518,730675.4961,0,0,0,0,230638.6343,469225.4248,0,187973.7119,163632.668
FA(20:0),20,0,0,530173.3105,1701874.624,1463884.323,0,0,0,36369.53613,0,1063463.321,0,495851.9521,379161.9917
FA(20:1)n7,0,560210.3477,1025159.43,22421282.02,46549585.75,41379816.24,13623299.34,29551400.91,39985964.19,6874916.57,44613462.93,52329740.13,15561668.29,46372668.39,30147111.37
FA(20:1)n7,1,153824.7012,0,6223280.285,12374099.63,11126489.36,3467659.912,7393235.652,9655433.569,1778999.246,11492942.5,13100012.59,3601505.163,10433506.16,7222385.34
FA(20:1)n7,2,0,0,24828990.39,51268021.56,46478259.84,7800396.454,16482682.33,21020315.51,6924719.261,44894380.8,50752163.67,6239571.095,21566470.47,14522444.11
FA(20:1)n7,3,0,0,5444134.049,11230604.34,9916572.758,1492320.305,3382463.693,4439935.613,1344345.541,9775264.743,10736867.21,1196407.998,4139336.205,2645568.477
FA(20:1)n7,4,0,0,9842129.622,20259870.96,18216001.99,1753698.377,4198842.415,5189703.549,2477616.82,16741351.72,19047236.03,906391.3906,3327389.92,2252074.027
FA(20:1)n7,5,0,0,1494912.225,3221769.524,3062425.247,219339.123,613168.7388,647981.9902,281601.9336,2612222.008,3109697.446,0,494237.3179,246362.9902
FA(20:1)n7,6,0,0,278045.1621,677055.5371,590169.8779,0,70759.62695,56647.22656,0,484304.4023,814926.4941,0,0,0
FA(20:1)n7,7,0,0,0,83287.0293,92686.19922,0,0,0,4613.729004,132562.0156,129216.6455,0,0,0
FA(20:1)n7,8,0,0,107243.3457,394803.833,309551.4922,0,0,0,0,685598.4575,0,0,0,0
FA(20:1)n7,9,0,0,154563.8486,328877.459,322974.877,0,0,0,34775.72803,373752.2676,0,0,0,0
FA(20:1)n7,10,0,0,0,1365455.921,1323890.58,0,0,0,0,1843129.211,2356159.286,0,0,0
FA(20:1)n7,11,0,0,0,1181553.852,1124747.071,0,0,0,0,1054474.469,1319125.555,0,0,0
FA(20:1)n7,12,0,0,0,3758042.325,3566286.048,0,0,0,0,4107080.742,5151159.781,0,0,0
FA(20:1)n7,13,0,0,1385928.215,2875140.436,2633023.82,0,0,0,0,2183682.588,2522096.964,0,0,0
FA(20:1)n7,14,0,0,3795830.633,7356719.754,6979855.465,0,0,0,1009953.955,6513744.555,7958769.984,0,0,0
FA(20:1)n7,15,0,0,2258127.848,4505569.518,4325263.774,0,0,0,403992.6299,2791032.088,3212111.426,0,0,0
FA(20:1)n7,16,0,0,5122209.586,10152238.84,9719642.484,0,0,0,1188948.695,7188462.789,8549852.469,0,0,0
FA(20:1)n7,17,0,0,2320381.662,4500334.166,4020251.1,0,0,0,250061.4785,1967430.359,2322988.453,0,0,0
FA(20:1)n7,18,0,0,4589808.052,8717382.902,7850632.164,0,0,0,757545.4316,5088637.164,5897144.213,0,0,0
FA(20:1)n7,19,0,0,941097.3779,1982764.91,1680387.408,0,0,0,62563.35938,704104.4883,867963.168,0,0,0
FA(20:1)n7,20,0,0,1537555.801,3160548.101,2926670.387,0,0,0,237834.4502,1548202.996,1797066.552,0,0,0
FA(20:1)n9,0,1408191.941,1553266.918,30893083.13,95257726.75,74376565.75,17195198.5,47443555.25,78160891.5,10109372.73,71001566,100883603,20593216.88,78089998.88,51924225.25
FA(20:1)n9,1,0,0,11913015.35,27570430.81,22233002.69,5987313.393,13433076.41,21159788.81,3470914.012,19888302.88,28132691.75,4961055.07,18164796.53,12501521.63
FA(20:1)n9,2,0,0,57799261,166233274,129049218,17303501.53,45008080.75,72294064,16420907.94,114004585,157130567.5,13557137.63,55785016.25,34132337.25
FA(20:1)n9,3,0,0,11520852.61,31324104.38,24042878.63,4013908.642,9008160.563,14124935.06,3141762.824,22077287.31,29946949.88,3286566.152,9650991.25,6157299.594
FA(20:1)n9,4,0,0,10964842.44,28523231.38,20769205.25,2379006.982,4682611.813,7891468.875,3021821.914,18691094.56,28099790.13,0,0,0
FA(20:1)n9,5,0,0,1930638.879,4151502.813,3224436.375,275997.3633,803732.6367,1038906.461,424631.0859,2524381.969,4644910.266,0,0,0
FA(20:1)n9,6,0,0,442766.2109,1359396.188,1898633.6,0,168520.3604,294928.6064,124078.6411,1122236.387,1776075.688,0,0,0
FA(20:1)n9,7,0,0,0,408223.3047,0,0,0,0,0,272737.2598,430956.918,0,0,20100.11719
FA(20:1)n9,8,0,0,397477.9785,919245.6836,877194.2969,0,0,0,0,1266509.348,0,0,0,0
FA(20:1)n9,9,0,0,363319.667,1300969.605,969764.6953,0,0,0,0,797676.1289,1325610.027,0,0,0
FA(20:1)n9,10,0,0,1481468.781,4048825.875,2649249.453,0,0,0,480868.8242,3406711.211,5368111.719,0,0,337847.2051
FA(20:1)n9,11,0,0,1623350.684,3115534.047,2522076.516,0,0,0,340728.9141,2189911.723,3423624.844,0,0,140541.6523
FA(20:1)n9,12,0,0,4244149.828,10551398.88,9120225.906,1696.390625,0,0,1356482.844,8062512.188,12429509.91,0,0,621616.043
FA(20:1)n9,13,0,0,2929580.68,11532831.28,5974280.156,0,0,0,718752.3193,4838528.469,6721346.875,0,0,224593.667
FA(20:1)n9,14,0,0,8384527.063,21389821.38,15886428,0,0,0,2338672.475,13768261.19,19597770.31,0,0,864375.0225
FA(20:1)n9,15,0,0,6664337.355,12608899.88,10078660,0,0,0,902359.6992,7377652.759,9441455.25,0,0,279222.4463
FA(20:1)n9,16,0,0,11497060.53,28152289.25,23184316.75,0,0,0,2728210.141,16216769.5,24202366.94,0,0,705013.4629
FA(20:1)n9,17,0,0,5372044.234,12675459.88,9921572.313,0,0,0,757707.6016,5404346.891,8541113.594,0,0,174147.6582
FA(20:1)n9,18,0,0,10467683.28,24900604.5,18549882.38,0,0,0,1951509.766,12261123.56,18668071.06,0,0,378998.3203
FA(20:1)n9,19,0,0,2241311.234,6506015.594,4451912.25,0,0,0,227155.1738,2165552.996,3146813.492,0,0,17051.39844
FA(20:1)n9,20,0,0,3824921.234,9682794.281,7402671.188,0,0,0,550373.1484,5084584.103,6441954.969,0,0,0
FA(20:1)nx,0,112514.4609,162419.3516,1386053.781,5208429.125,6176158.625,2796203.234,3225265.438,5146027.375,563994.3125,4917036.313,6926720.75,3063481.906,3615479.625,3324670.125
FA(20:1)nx,1,0,0,490538.8125,1619836.781,1487551.438,0,1737246.266,2778157.189,0,1529573,3689563.102,0,1021031.922,0
FA(20:1)nx,2,0,0,1924322.313,7584647.625,8642360.563,0,3305180.883,4300576.844,1085377.274,6464088.531,9927976.063,0,2268054.438,3119896.531
FA(20:1)nx,3,0,0,0,2082385.836,3213232.797,0,780553.498,869141.7813,0,1818936.824,2089994.516,0,572917.1484,646781.9844
FA(20:1)nx,4,0,0,642089.1328,2968755.625,5222568.992,0,453884.2832,650331.4766,0,2113453.736,2270823.156,0,0,1235494.375
FA(20:1)nx,5,0,0,110983.0439,747459.7109,565400.1309,0,0,66671.89551,0,227876.1865,434582.2266,0,157075.4756,138540.2129
FA(20:1)nx,6,0,0,0,69737.35449,177464.7949,0,0,0,0,25103.43262,0,0,49686.72461,66806.88086
FA(20:1)nx,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:1)nx,8,0,0,0,29597.24902,66434.99219,0,0,0,0,0,56091.97363,0,56194.08691,0
FA(20:1)nx,9,0,0,0,35925.95508,84215.38477,0,0,0,0,0,28178.87695,0,22574.75195,0
FA(20:1)nx,10,0,0,0,366981.5605,0,0,0,0,0,89175.48145,268314.8281,0,0,0
FA(20:1)nx,11,0,0,0,0,301191.8789,0,0,0,0,44045.35645,113077.5986,0,0,0
FA(20:1)nx,12,0,0,231008.0723,1019175.961,1163950.098,0,0,0,0,313425.6934,561705.9492,0,333468.3926,0
FA(20:1)nx,13,0,0,151893.625,538355.6055,735271.9844,0,0,0,0,172576.3975,334779.6924,0,122026.8945,140810.3008
FA(20:1)nx,14,0,0,658895.0078,1817952.023,2839935.131,0,0,0,0,626113.4219,1316348.088,0,510643.9688,547965.3906
FA(20:1)nx,15,0,0,336909.7227,1782858.469,1050816.371,0,0,0,0,215148.5625,499736.708,0,84202.11523,101443.8965
FA(20:1)nx,16,0,0,535625.8711,2380854.453,2479793.875,0,0,0,0,750265.4258,1190810.055,0,450436.9922,480570.9863
FA(20:1)nx,17,0,0,180627.3984,1164270.25,1147819.461,0,0,0,0,211635.6221,346763.8066,0,0,88345.65234
FA(20:1)nx,18,0,0,635262.9766,2133549.688,3337515.758,0,0,0,0,458827.8672,828762.457,0,224768.376,259296.4336
FA(20:1)nx,19,0,0,108645.3438,452720.6563,364822.9883,0,0,0,0,35563.63672,100292.8428,0,0,0
FA(20:1)nx,20,0,0,247641.9727,688692.0156,797504.1133,0,0,0,0,64087.5918,272232.2822,0,0,0
FA(20:1)ny,0,95892.13281,570842.6191,2117907.277,903503.375,1260799.938,170770.5469,838157.8438,765642.875,257791.25,716655.9375,1096050.25,2219320.402,1962388.313,1560619.188
FA(20:1)ny,1,0,0,0,0,131939.0156,69072.08594,207640.5469,165518.8594,85214.72656,135997.5313,0,0,703717.6094,0
FA(20:1)ny,2,0,0,829311.0313,0,2023831.063,121235.1953,600829.5469,327533.125,73517.48047,619823.5938,985963.4375,0,3616146.125,2372152.625
FA(20:1)ny,3,0,0,323794.3594,0,1841309.355,0,105177.418,119426.5078,0,0,0,0,781108.625,673520.4688
FA(20:1)ny,4,0,0,334382.4375,0,1317162.344,34079.21289,0,89203.66406,0,0,0,0,1467971.781,1139269.406
FA(20:1)ny,5,0,0,0,0,0,0,0,0,0,0,0,0,305674.5469,210130.5156
FA(20:1)ny,6,0,0,0,0,89678.33789,0,0,0,0,0,0,0,213782.1406,0
FA(20:1)ny,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:1)ny,8,0,0,0,0,0,0,0,0,0,0,0,0,0,225293.9824
FA(20:1)ny,9,0,0,0,0,33147.50391,0,0,0,0,0,0,17280.81836,138064.1484,79084.15039
FA(20:1)ny,10,0,0,0,127675.7422,287643.0449,0,0,0,0,0,8389.424805,87137.87305,392391.1719,957357.1133
FA(20:1)ny,11,0,0,76558.08398,0,148186.4063,0,0,0,0,0,0,0,0,161534.9336
FA(20:1)ny,12,0,0,0,0,259603.9375,0,0,0,0,0,0,0,631637.625,617656.8281
FA(20:1)ny,13,0,0,0,0,1010350.28,0,0,0,0,0,0,58616.56445,368337.9844,355585.5469
FA(20:1)ny,14,0,0,0,0,0,0,0,0,0,0,0,456046.6406,1093962.438,838157.75
FA(20:1)ny,15,0,0,0,0,0,0,0,0,0,0,0,0,0,884274.9336
FA(20:1)ny,16,0,0,0,0,0,0,0,0,0,0,0,0,1174521.469,1085054.109
FA(20:1)ny,17,0,0,212204.2656,396962.3438,0,0,0,0,0,0,33933.71094,0,361804.8359,250999.6719
FA(20:1)ny,18,0,0,651596.6406,647233.25,0,0,0,0,0,0,0,0,780118.6875,604535.1875
FA(20:1)ny,19,0,0,129018.9082,719283.5225,0,0,0,0,0,0,0,4353.59375,147847.543,97957.61914
FA(20:1)ny,20,0,0,0,469827.0781,557310.2344,0,0,0,0,0,13338.59277,0,0,0
FA(20:1)nz,0,661901.8594,357467.3281,3753831.693,5522482.453,3857689.453,2375077.615,2431247.172,7024383.717,1934945.127,4311301.469,6660821.172,3864764.095,6917889.609,7682422.576
FA(20:1)nz,1,0,0,744542.4824,2355864.58,1562369.781,0,852532.4297,1587875.572,0,1065664.496,0,0,2051926.008,1877871.037
FA(20:1)nz,2,0,0,2958965.512,8688335.031,7236515.438,0,1549297.301,3286908,0,6662334.702,7329020.734,0,9866916.648,6599286.109
FA(20:1)nz,3,0,0,524018.8213,2241050.721,1829393.727,13143.18359,214731.8301,461897.5762,0,1151255.205,1794931.35,0,2194375.816,1560304.158
FA(20:1)nz,4,0,0,960156.0508,3929470.297,2445206.543,0,0,317558.2422,0,1362277.197,2185280.449,534315.749,3529177.861,2016891.953
FA(20:1)nz,5,0,0,0,459769.0508,282217.4004,0,0,0,0,0,221617.8945,0,417190.7813,271881.9316
FA(20:1)nz,6,0,0,0,50235.28125,0,0,0,0,0,0,0,0,259616.3291,0
FA(20:1)nz,7,0,0,0,0,0,0,0,0,0,0,0,0,44579.76367,14951.46289
FA(20:1)nz,8,0,0,0,0,0,0,0,0,0,0,0,0,389702.6875,0
FA(20:1)nz,9,0,0,0,0,0,0,0,0,0,0,22047.69141,0,116392.8789,43217.42578
FA(20:1)nz,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:1)nz,11,0,0,0,0,170380.8545,0,0,0,0,0,0,0,389135.1582,0
FA(20:1)nz,12,0,0,0,0,0,0,0,0,0,0,0,259328.0244,1714415.154,0
FA(20:1)nz,13,0,0,0,0,0,0,0,0,0,250191.6953,0,0,684620.9434,450275.5156
FA(20:1)nz,14,0,0,694879.0107,2536330.336,2000752.664,0,0,0,0,0,0,215860.4688,2339659.92,1652630.84
FA(20:1)nz,15,0,0,297438.4043,1685077.451,1530854.167,0,0,0,0,461569.4678,0,31238.30762,747645.1641,461576.0996
FA(20:1)nz,16,0,0,945396.9316,3985014.205,2896523.043,0,0,0,0,1310300.451,0,0,0,1447990.305
FA(20:1)nz,17,0,0,432709.2979,1649955.391,1248716.068,0,0,0,0,298981.7354,0,0,622257.8564,285230.4824
FA(20:1)nz,18,0,0,736215.3887,3260787.246,2610177.174,0,0,0,0,838640.8379,0,0,1296922.146,866614.5029
FA(20:1)nz,19,0,0,143147.1494,636380.3945,573869.2305,0,0,0,0,0,0,0,117464.1143,0
FA(20:1)nz,20,0,0,230829.8848,1248446.719,986056.2969,0,0,0,0,204370.5869,0,0,0,212323.9258
FA(20:2)n6,0,566056.2654,288443.0405,14148719.43,22514019.59,12802925.82,7803584.164,18277613.83,6726711.56,3983518.218,17778284.78,4040688.501,10101432.08,21226248.66,4569402.863
FA(20:2)n6,1,0,0,3508199.367,5389095.887,2951076.963,1925342.907,4527591.417,1557489.548,861117.0586,4238722.032,881163.1626,2226889.233,4745295.306,940018.0435
FA(20:2)n6,2,0,0,8070244.466,12195029.5,6253863.948,4718108.972,10449094.49,2919188.133,2555922.168,11426692.17,1939699.343,2775992.204,5954420.321,1050971.009
FA(20:2)n6,3,0,0,1541046.788,2287102.438,1097839.143,749355.8298,1860875.543,498856.3738,387591.5132,2065281.323,331896.0906,424705.6174,1049751.224,140259.1316
FA(20:2)n6,4,0,0,0,693363.3306,272027.5061,0,267914.8499,0,0,207764.4138,27732.51306,0,209791.4617,0
FA(20:2)n6,5,0,0,0,44122.87817,2430.599121,0,0,0,0,0,0,0,4770.388428,0
FA(20:2)n6,6,0,0,0,3706.36084,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,12,0,0,0,50450.24976,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,13,0,0,0,24589.78223,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,14,0,0,0,106256.5583,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,15,0,0,0,57459.52612,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,16,0,0,0,139365.2842,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,17,0,0,0,43919.27075,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,18,0,0,0,135077.1589,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n6,20,0,0,0,27913.84766,0,0,0,0,0,0,0,0,0,0
FA(20:2)n7,0,790243.0449,559089.1909,12384110.03,26732091.5,30024648.26,6204194.417,20202112.22,39160909.17,3115582.574,25022063.53,43213631.73,8553961.022,27457165.07,32873662.2
FA(20:2)n7,1,0,0,3375807.709,6926380.828,7511278.434,1477673.752,5014336.078,9839564.886,600693.3069,5929823.987,11002224.18,1959738.375,6286541.996,7034968.461
FA(20:2)n7,2,0,0,12667074.74,24875961.65,26507295.49,3450665.401,12752636.74,24565777.66,1948212.573,18664016.58,32396830.28,4359256.523,13533330.37,14108279.51
FA(20:2)n7,3,0,0,2715565.601,5671354.928,5666380.067,666305.9497,2521391.813,4809155.944,0,3372926.383,5689032.439,850399.6538,2649998.165,2645173.439
FA(20:2)n7,4,0,0,4863860.575,9570477.073,8512552.541,798820.1262,2560904.278,0,0,0,0,930738.6982,3028134.247,2349499.481
FA(20:2)n7,5,0,0,728976.1064,1482471.418,1227123.139,0,318201.6165,0,0,0,0,0,389475.3313,285455.6279
FA(20:2)n7,6,0,0,0,214872.9194,176174.2314,0,0,0,0,0,0,0,0,0
FA(20:2)n7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n7,9,0,0,0,0,64297.02393,0,0,0,0,0,738.8740234,0,0,0
FA(20:2)n7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA(20:2)n7,11,0,0,0,0,285117.7092,0,0,0,0,0,0,0,0,0
FA(20:2)n7,12,0,0,643588.7363,1279077.872,0,0,0,0,0,0,0,0,0,0
FA(20:2)n7,13,0,0,427457.8667,907403.4133,839972.062,0,0,0,0,2599.419434,23482.43335,0,0,0
FA(20:2)n7,14,0,0,1292613.977,2446548.086,2225197.025,0,0,0,672.5275879,0,0,0,0,0
FA(20:2)n7,15,0,0,705901.0188,1402596.504,1322473.802,0,0,0,0,0,0,0,0,0
FA(20:2)n7,16,0,0,1825559.154,3365560.379,3122398.482,0,0,0,0,0,0,0,0,0
FA(20:2)n7,17,0,0,705790.532,1268479.192,1256597.208,0,0,0,0,0,0,0,0,0
FA(20:2)n7,18,0,0,1419691.009,2831826.554,2545846.608,0,0,0,0,0,0,0,0,0
FA(20:2)n7,19,0,0,230654.6792,549654.7991,458815.3567,0,0,0,0,0,0,0,0,0
FA(20:2)n7,20,0,0,473284.4639,965415.9143,871898.6626,0,0,0,0,0,0,0,0,0
FA(20:2)nx,0,396819.8105,308265.9038,7549125.629,15390762.5,14728760.47,4356504.738,13233799.55,17472564.57,1593340.416,9031475.044,10385177.12,8004011.575,20812308.77,16019051.48
FA(20:2)nx,1,0,0,2421820.094,4449423.784,4238406.541,1448327.391,4141696.667,5096117.543,243238.4395,1933790.531,2190397.327,1813318.316,4994442.87,3865798.566
FA(20:2)nx,2,0,0,14695130.1,26909922.71,23129144.33,5993549.956,16068563.61,19069525.57,0,0,2935661.161,5964621.092,18921106.96,14234976.87
